hour,day_of_week,is_weekend,month,weather_code,temperature_f,precipitation_in,dist_downtown_km,nearby_event_attendance,base_pattern,road_class,congestion_pct
19,4,0,1,51,40.0,0.016,1.245,0.0,18.432,primary,60.6
19,4,0,1,51,40.0,0.016,1.245,0.0,16.896,primary,57.6
19,4,0,1,51,40.0,0.016,1.245,0.0,15.36,primary,63.6
19,4,0,1,51,40.0,0.016,1.245,0.0,15.36,primary,35.5
20,4,0,1,51,40.0,0.008,1.245,0.0,13.824,primary,30.3
20,4,0,1,51,40.0,0.008,1.245,0.0,13.824,primary,35.5
20,4,0,1,51,40.0,0.008,1.245,0.0,12.826,primary,42.4
20,4,0,1,51,40.0,0.008,1.245,0.0,12.826,primary,45.2
20,4,0,1,51,40.0,0.008,1.245,0.0,11.827,primary,45.5
20,4,0,1,51,40.0,0.008,1.245,0.0,11.827,primary,35.5
20,4,0,1,51,40.0,0.008,1.245,0.0,10.829,primary,48.5
21,4,0,1,3,40.0,0.0,1.245,0.0,9.83,primary,42.4
21,4,0,1,3,40.0,0.0,1.245,0.0,9.83,primary,41.9
21,4,0,1,3,40.0,0.0,1.245,0.0,9.062,primary,36.4
21,4,0,1,3,40.0,0.0,1.245,0.0,9.062,primary,25.8
21,4,0,1,3,40.0,0.0,1.245,0.0,8.294,primary,39.4
21,4,0,1,3,40.0,0.0,1.245,0.0,8.294,primary,45.2
21,4,0,1,3,40.0,0.0,1.245,0.0,7.526,primary,42.4
21,4,0,1,3,40.0,0.0,1.245,0.0,7.526,primary,16.1
22,4,0,1,3,40.0,0.0,1.245,0.0,6.758,primary,36.4
22,4,0,1,3,40.0,0.0,1.245,0.0,6.758,primary,29.0
22,4,0,1,3,40.0,0.0,1.245,0.0,6.221,primary,39.4
22,4,0,1,3,40.0,0.0,1.245,0.0,6.221,primary,32.3
22,4,0,1,3,40.0,0.0,1.245,0.0,5.683,primary,30.3
22,4,0,1,3,40.0,0.0,1.245,0.0,5.683,primary,29.0
22,4,0,1,3,40.0,0.0,1.245,0.0,5.146,primary,69.7
22,4,0,1,3,40.0,0.0,1.245,0.0,5.146,primary,35.5
23,4,0,1,3,40.1,0.0,1.245,0.0,4.608,primary,30.3
23,4,0,1,3,40.1,0.0,1.245,0.0,4.608,primary,54.8
23,4,0,1,3,40.1,0.0,1.245,0.0,4.224,primary,33.3
23,4,0,1,3,40.1,0.0,1.245,0.0,4.224,primary,41.9
23,4,0,1,3,40.1,0.0,1.245,0.0,3.84,primary,30.3
23,4,0,1,3,40.1,0.0,1.245,0.0,3.84,primary,58.1
23,4,0,1,3,40.1,0.0,1.245,0.0,3.456,primary,42.4
23,4,0,1,3,40.1,0.0,1.245,0.0,3.456,primary,38.7
0,5,1,1,3,40.1,0.0,1.245,0.0,1.997,primary,72.7
0,5,1,1,3,40.1,0.0,1.245,0.0,1.997,primary,45.2
0,5,1,1,3,40.1,0.0,1.245,0.0,1.847,primary,21.2
0,5,1,1,3,40.1,0.0,1.245,0.0,1.847,primary,29.0
0,5,1,1,3,40.1,0.0,1.245,0.0,1.697,primary,27.3
0,5,1,1,3,40.1,0.0,1.245,0.0,1.697,primary,0.0
0,5,1,1,3,40.1,0.0,1.245,0.0,1.548,primary,42.4
0,5,1,1,3,40.1,0.0,1.245,0.0,1.548,primary,32.3
1,5,1,1,3,40.2,0.0,1.245,0.0,1.398,primary,18.2
1,5,1,1,3,40.2,0.0,1.245,0.0,1.398,primary,16.1
1,5,1,1,3,40.2,0.0,1.245,0.0,1.298,primary,61.3
1,5,1,1,3,40.2,0.0,1.245,0.0,1.198,primary,54.5
1,5,1,1,3,40.2,0.0,1.245,0.0,1.098,primary,54.5
1,5,1,1,3,40.2,0.0,1.245,0.0,1.098,primary,19.4
2,5,1,1,51,40.9,0.012,1.245,0.0,0.998,primary,0.0
2,5,1,1,51,40.9,0.012,1.245,0.0,0.998,primary,12.1
2,5,1,1,51,40.9,0.012,1.245,0.0,0.998,primary,0.0
2,5,1,1,51,40.9,0.012,1.245,0.0,0.998,primary,12.1
3,5,1,1,3,41.1,0.0,1.245,0.0,1.098,primary,48.5
3,5,1,1,3,41.1,0.0,1.245,0.0,1.298,primary,24.2
3,5,1,1,3,41.1,0.0,1.245,0.0,1.298,primary,71.0
4,5,1,1,3,41.1,0.0,1.245,0.0,1.398,primary,87.1
5,5,1,1,3,41.2,0.0,1.245,0.0,5.99,primary,0.0
6,5,1,1,3,41.3,0.0,1.245,0.0,8.736,primary,0.0
6,5,1,1,3,41.3,0.0,1.245,0.0,10.483,primary,54.5
7,5,1,1,3,41.3,0.0,1.245,0.0,13.978,primary,71.0
7,5,1,1,3,41.3,0.0,1.245,0.0,16.474,primary,54.5
8,5,1,1,3,41.3,0.0,1.245,0.0,18.221,primary,3.2
8,5,1,1,3,41.3,0.0,1.245,0.0,17.472,primary,0.0
8,5,1,1,3,41.3,0.0,1.245,0.0,16.723,primary,0.0
9,5,1,1,3,41.0,0.0,1.245,0.0,15.974,primary,6.5
10,5,1,1,3,42.1,0.0,1.245,0.0,10.982,primary,0.0
12,5,1,1,3,46.5,0.0,1.245,0.0,10.982,primary,63.6
13,5,1,1,3,48.8,0.0,1.245,0.0,10.982,primary,0.0
13,5,1,1,3,48.8,0.0,1.245,0.0,11.731,primary,51.5
13,5,1,1,3,48.8,0.0,1.245,0.0,11.731,primary,12.9
14,5,1,1,3,47.9,0.0,1.245,0.0,11.981,primary,0.0
14,5,1,1,3,47.9,0.0,1.245,0.0,13.478,primary,0.0
14,5,1,1,3,47.9,0.0,1.245,0.0,14.227,primary,0.0
15,5,1,1,1,49.7,0.0,1.245,0.0,14.976,primary,12.1
15,5,1,1,1,49.7,0.0,1.245,0.0,15.825,primary,0.0
15,5,1,1,1,49.7,0.0,1.245,0.0,16.673,primary,0.0
15,5,1,1,1,49.7,0.0,1.245,0.0,16.673,primary,0.0
15,5,1,1,1,49.7,0.0,1.245,0.0,17.522,primary,9.1
15,5,1,1,1,49.7,0.0,1.245,0.0,17.522,primary,16.1
16,5,1,1,0,51.6,0.0,1.245,0.0,18.37,primary,0.0
16,5,1,1,0,51.6,0.0,1.245,0.0,18.37,primary,61.3
16,5,1,1,0,51.6,0.0,1.245,0.0,18.77,primary,27.3
16,5,1,1,0,51.6,0.0,1.245,0.0,18.77,primary,6.5
16,5,1,1,0,51.6,0.0,1.245,0.0,19.169,primary,21.2
16,5,1,1,0,51.6,0.0,1.245,0.0,19.169,primary,9.7
17,5,1,1,0,52.1,0.0,1.245,0.0,19.968,primary,42.4
17,5,1,1,0,52.1,0.0,1.245,0.0,19.968,primary,38.7
17,5,1,1,0,52.1,0.0,1.245,0.0,19.369,primary,12.1
17,5,1,1,0,52.1,0.0,1.245,0.0,19.369,primary,0.0
17,5,1,1,0,52.1,0.0,1.245,0.0,18.77,primary,27.3
17,5,1,1,0,52.1,0.0,1.245,0.0,18.77,primary,9.7
17,5,1,1,0,52.1,0.0,1.245,0.0,18.171,primary,66.7
18,5,1,1,0,51.5,0.0,1.245,0.0,17.572,primary,75.8
18,5,1,1,0,51.5,0.0,1.245,0.0,17.572,primary,32.3
18,5,1,1,0,51.5,0.0,1.245,0.0,16.424,primary,6.1
18,5,1,1,0,51.5,0.0,1.245,0.0,16.424,primary,51.6
18,5,1,1,0,51.5,0.0,1.245,0.0,15.275,primary,39.4
18,5,1,1,0,51.5,0.0,1.245,0.0,15.275,primary,58.1
18,5,1,1,0,51.5,0.0,1.245,0.0,14.127,primary,42.4
18,5,1,1,0,51.5,0.0,1.245,0.0,14.127,primary,35.5
19,5,1,1,0,48.3,0.0,1.245,0.0,12.979,primary,27.3
19,5,1,1,0,48.3,0.0,1.245,0.0,12.979,primary,35.5
19,5,1,1,0,48.3,0.0,1.245,0.0,11.981,primary,71.0
19,5,1,1,0,48.3,0.0,1.245,0.0,10.982,primary,36.4
19,5,1,1,0,48.3,0.0,1.245,0.0,10.982,primary,48.4
19,5,1,1,0,48.3,0.0,1.245,0.0,9.984,primary,54.5
19,5,1,1,0,48.3,0.0,1.245,0.0,9.984,primary,51.6
20,5,1,1,0,44.9,0.0,1.245,0.0,8.986,primary,69.7
20,5,1,1,0,44.9,0.0,1.245,0.0,8.986,primary,54.8
20,5,1,1,0,44.9,0.0,1.245,0.0,8.337,primary,51.5
20,5,1,1,0,44.9,0.0,1.245,0.0,8.337,primary,38.7
20,5,1,1,0,44.9,0.0,1.245,0.0,7.688,primary,39.4
20,5,1,1,0,44.9,0.0,1.245,0.0,7.688,primary,25.8
20,5,1,1,0,44.9,0.0,1.245,0.0,7.039,primary,27.3
20,5,1,1,0,44.9,0.0,1.245,0.0,7.039,primary,51.6
21,5,1,1,0,42.5,0.0,1.245,0.0,6.39,primary,39.4
21,5,1,1,0,42.5,0.0,1.245,0.0,6.39,primary,29.0
21,5,1,1,0,42.5,0.0,1.245,0.0,5.891,primary,30.3
21,5,1,1,0,42.5,0.0,1.245,0.0,5.891,primary,61.3
21,5,1,1,0,42.5,0.0,1.245,0.0,5.391,primary,72.7
21,5,1,1,0,42.5,0.0,1.245,0.0,5.391,primary,35.5
21,5,1,1,0,42.5,0.0,1.245,0.0,4.892,primary,54.5
22,5,1,1,0,40.4,0.0,1.245,0.0,4.393,primary,39.4
22,5,1,1,0,40.4,0.0,1.245,0.0,4.393,primary,58.1
22,5,1,1,0,40.4,0.0,1.245,0.0,4.043,primary,57.6
22,5,1,1,0,40.4,0.0,1.245,0.0,4.043,primary,29.0
22,5,1,1,0,40.4,0.0,1.245,0.0,3.694,primary,69.7
22,5,1,1,0,40.4,0.0,1.245,0.0,3.694,primary,48.4
22,5,1,1,0,40.4,0.0,1.245,0.0,3.345,primary,39.4
22,5,1,1,0,40.4,0.0,1.245,0.0,3.345,primary,35.5
23,5,1,1,0,38.7,0.0,1.245,0.0,2.995,primary,36.4
23,5,1,1,0,38.7,0.0,1.245,0.0,2.995,primary,3.2
23,5,1,1,0,38.7,0.0,1.245,0.0,2.746,primary,54.5
23,5,1,1,0,38.7,0.0,1.245,0.0,2.246,primary,33.3
23,5,1,1,0,38.7,0.0,1.245,0.0,2.246,primary,48.4
0,6,1,1,0,37.3,0.0,1.245,0.0,1.997,primary,6.1
0,6,1,1,0,37.3,0.0,1.245,0.0,1.847,primary,27.3
0,6,1,1,0,37.3,0.0,1.245,0.0,1.697,primary,45.5
0,6,1,1,0,37.3,0.0,1.245,0.0,1.697,primary,77.4
1,6,1,1,0,36.0,0.0,1.245,0.0,1.398,primary,12.1
1,6,1,1,0,36.0,0.0,1.245,0.0,1.398,primary,35.5
1,6,1,1,0,36.0,0.0,1.245,0.0,1.298,primary,0.0
1,6,1,1,0,36.0,0.0,1.245,0.0,1.298,primary,3.2
1,6,1,1,0,36.0,0.0,1.245,0.0,1.198,primary,0.0
1,6,1,1,0,36.0,0.0,1.245,0.0,1.198,primary,22.6
1,6,1,1,0,36.0,0.0,1.245,0.0,1.098,primary,12.1
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,21.2
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,67.7
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,3.0
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,19.4
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,0.0
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,22.6
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,0.0
2,6,1,1,0,35.2,0.0,1.245,0.0,0.998,primary,22.6
3,6,1,1,0,35.0,0.0,1.245,0.0,0.998,primary,19.4
3,6,1,1,0,35.0,0.0,1.245,0.0,1.098,primary,18.2
3,6,1,1,0,35.0,0.0,1.245,0.0,1.098,primary,0.0
3,6,1,1,0,35.0,0.0,1.245,0.0,1.198,primary,24.2
3,6,1,1,0,35.0,0.0,1.245,0.0,1.198,primary,6.5
3,6,1,1,0,35.0,0.0,1.245,0.0,1.298,primary,30.3
3,6,1,1,0,35.0,0.0,1.245,0.0,1.298,primary,0.0
4,6,1,1,0,34.7,0.0,1.245,0.0,1.797,primary,21.2
4,6,1,1,0,34.7,0.0,1.245,0.0,1.797,primary,16.1
4,6,1,1,0,34.7,0.0,1.245,0.0,2.196,primary,0.0
4,6,1,1,0,34.7,0.0,1.245,0.0,2.196,primary,0.0
4,6,1,1,0,34.7,0.0,1.245,0.0,2.596,primary,6.1
4,6,1,1,0,34.7,0.0,1.245,0.0,2.596,primary,3.2
5,6,1,1,0,34.7,0.0,1.245,0.0,2.995,primary,9.7
5,6,1,1,0,34.7,0.0,1.245,0.0,4.992,primary,0.0
5,6,1,1,0,34.7,0.0,1.245,0.0,5.99,primary,0.0
6,6,1,1,0,35.2,0.0,1.245,0.0,8.736,primary,0.0
6,6,1,1,0,35.2,0.0,1.245,0.0,10.483,primary,66.7
6,6,1,1,0,35.2,0.0,1.245,0.0,12.23,primary,21.2
6,6,1,1,0,35.2,0.0,1.245,0.0,12.23,primary,0.0
7,6,1,1,0,35.9,0.0,1.245,0.0,13.978,primary,48.5
7,6,1,1,0,35.9,0.0,1.245,0.0,15.226,primary,0.0
8,6,1,1,0,36.6,0.0,1.245,0.0,16.723,primary,0.0
14,6,1,1,0,54.8,0.0,1.245,0.0,13.478,primary,81.8
14,6,1,1,0,54.8,0.0,1.245,0.0,13.478,primary,3.2
14,6,1,1,0,54.8,0.0,1.245,0.0,14.227,primary,54.5
15,6,1,1,0,56.1,0.0,1.245,0.0,14.976,primary,0.0
15,6,1,1,0,56.1,0.0,1.245,0.0,14.976,primary,16.1
15,6,1,1,0,56.1,0.0,1.245,0.0,15.825,primary,0.0
15,6,1,1,0,56.1,0.0,1.245,0.0,16.673,primary,24.2
15,6,1,1,0,56.1,0.0,1.245,0.0,16.673,primary,22.6
15,6,1,1,0,56.1,0.0,1.245,0.0,17.522,primary,0.0
15,6,1,1,0,56.1,0.0,1.245,0.0,17.522,primary,0.0
16,6,1,1,0,56.6,0.0,1.245,0.0,19.169,primary,78.8
16,6,1,1,0,56.6,0.0,1.245,0.0,19.569,primary,16.1
17,6,1,1,0,56.2,0.0,1.245,0.0,19.968,primary,0.0
17,6,1,1,0,56.2,0.0,1.245,0.0,19.968,primary,0.0
17,6,1,1,0,56.2,0.0,1.245,0.0,19.369,primary,0.0
17,6,1,1,0,56.2,0.0,1.245,0.0,19.369,primary,6.5
17,6,1,1,0,56.2,0.0,1.245,0.0,18.77,primary,12.9
18,6,1,1,0,54.3,0.0,1.245,0.0,17.572,primary,0.0
18,6,1,1,0,54.3,0.0,1.245,0.0,16.424,primary,0.0
18,6,1,1,0,54.3,0.0,1.245,0.0,16.424,primary,9.7
18,6,1,1,0,54.3,0.0,1.245,0.0,15.275,primary,0.0
18,6,1,1,0,54.3,0.0,1.245,0.0,14.127,primary,35.5
19,6,1,1,0,50.2,0.0,1.245,0.0,12.979,primary,38.7
19,6,1,1,0,50.2,0.0,1.245,0.0,11.981,primary,15.2
19,6,1,1,0,50.2,0.0,1.245,0.0,11.981,primary,19.4
19,6,1,1,0,50.2,0.0,1.245,0.0,10.982,primary,0.0
19,6,1,1,0,50.2,0.0,1.245,0.0,10.982,primary,38.7
19,6,1,1,0,50.2,0.0,1.245,0.0,9.984,primary,25.8
20,6,1,1,0,47.0,0.0,1.245,0.0,8.986,primary,81.8
20,6,1,1,0,47.0,0.0,1.245,0.0,8.986,primary,29.0
20,6,1,1,0,47.0,0.0,1.245,0.0,8.337,primary,57.6
20,6,1,1,0,47.0,0.0,1.245,0.0,8.337,primary,25.8
20,6,1,1,0,47.0,0.0,1.245,0.0,7.688,primary,33.3
20,6,1,1,0,47.0,0.0,1.245,0.0,7.688,primary,58.1
20,6,1,1,0,47.0,0.0,1.245,0.0,7.039,primary,75.8
20,6,1,1,0,47.0,0.0,1.245,0.0,7.039,primary,19.4
21,6,1,1,0,44.6,0.0,1.245,0.0,6.39,primary,39.4
21,6,1,1,0,44.6,0.0,1.245,0.0,6.39,primary,71.0
21,6,1,1,0,44.6,0.0,1.245,0.0,5.891,primary,35.5
21,6,1,1,0,44.6,0.0,1.245,0.0,5.391,primary,45.5
21,6,1,1,0,44.6,0.0,1.245,0.0,5.391,primary,16.1
21,6,1,1,0,44.6,0.0,1.245,0.0,4.892,primary,3.0
21,6,1,1,0,44.6,0.0,1.245,0.0,4.892,primary,35.5
22,6,1,1,0,42.4,0.0,1.245,0.0,4.393,primary,36.4
22,6,1,1,0,42.4,0.0,1.245,0.0,4.393,primary,38.7
22,6,1,1,0,42.4,0.0,1.245,0.0,4.043,primary,30.3
22,6,1,1,0,42.4,0.0,1.245,0.0,4.043,primary,35.5
22,6,1,1,0,42.4,0.0,1.245,0.0,3.694,primary,24.2
22,6,1,1,0,42.4,0.0,1.245,0.0,3.694,primary,25.8
22,6,1,1,0,42.4,0.0,1.245,0.0,3.345,primary,87.1
23,6,1,1,0,40.7,0.0,1.245,0.0,2.995,primary,27.3
23,6,1,1,0,40.7,0.0,1.245,0.0,2.995,primary,22.6
23,6,1,1,0,40.7,0.0,1.245,0.0,2.746,primary,27.3
23,6,1,1,0,40.7,0.0,1.245,0.0,2.496,primary,36.4
23,6,1,1,0,40.7,0.0,1.245,0.0,2.496,primary,12.9
23,6,1,1,0,40.7,0.0,1.245,0.0,2.246,primary,51.5
23,6,1,1,0,40.7,0.0,1.245,0.0,2.246,primary,25.8
0,0,0,1,0,39.3,0.0,1.245,0.0,3.072,primary,19.4
0,0,0,1,0,39.3,0.0,1.245,0.0,2.842,primary,29.0
0,0,0,1,0,39.3,0.0,1.245,0.0,2.381,primary,0.0
1,0,0,1,0,37.8,0.0,1.245,0.0,2.15,primary,15.2
1,0,0,1,0,37.8,0.0,1.245,0.0,1.997,primary,19.4
1,0,0,1,0,37.8,0.0,1.245,0.0,1.843,primary,25.8
1,0,0,1,0,37.8,0.0,1.245,0.0,1.69,primary,18.2
1,0,0,1,0,37.8,0.0,1.245,0.0,1.69,primary,64.5
2,0,0,1,0,36.6,0.0,1.245,0.0,1.536,primary,27.3
2,0,0,1,0,36.6,0.0,1.245,0.0,1.536,primary,12.9
2,0,0,1,0,36.6,0.0,1.245,0.0,1.536,primary,0.0
3,0,0,1,0,35.4,0.0,1.245,0.0,1.536,primary,18.2
3,0,0,1,0,35.4,0.0,1.245,0.0,1.69,primary,9.1
3,0,0,1,0,35.4,0.0,1.245,0.0,1.997,primary,24.2
3,0,0,1,0,35.4,0.0,1.245,0.0,1.997,primary,9.7
4,0,0,1,0,34.5,0.0,1.245,0.0,2.765,primary,0.0
4,0,0,1,0,34.5,0.0,1.245,0.0,3.379,primary,6.5
5,0,0,1,2,33.9,0.0,1.245,0.0,4.608,primary,0.0
6,0,0,1,3,33.2,0.0,1.245,0.0,10.752,primary,0.0
6,0,0,1,3,33.2,0.0,1.245,0.0,18.816,primary,0.0
12,0,0,1,3,48.1,0.0,1.245,0.0,16.896,primary,0.0
12,0,0,1,3,48.1,0.0,1.245,0.0,16.896,primary,3.0
12,0,0,1,3,48.1,0.0,1.245,0.0,16.896,primary,0.0
12,0,0,1,3,48.1,0.0,1.245,0.0,16.896,primary,22.6
12,0,0,1,3,48.1,0.0,1.245,0.0,16.896,primary,9.1
13,0,0,1,3,51.3,0.0,1.245,0.0,16.896,primary,9.1
13,0,0,1,3,51.3,0.0,1.245,0.0,16.896,primary,19.4
13,0,0,1,3,51.3,0.0,1.245,0.0,17.28,primary,12.1
13,0,0,1,3,51.3,0.0,1.245,0.0,17.28,primary,32.3
13,0,0,1,3,51.3,0.0,1.245,0.0,17.664,primary,12.1
13,0,0,1,3,51.3,0.0,1.245,0.0,17.664,primary,29.0
13,0,0,1,3,51.3,0.0,1.245,0.0,18.048,primary,18.2
13,0,0,1,3,51.3,0.0,1.245,0.0,18.048,primary,25.8
14,0,0,1,3,53.0,0.0,1.245,0.0,18.432,primary,9.1
14,0,0,1,3,53.0,0.0,1.245,0.0,18.432,primary,32.3
14,0,0,1,3,53.0,0.0,1.245,0.0,19.584,primary,6.1
14,0,0,1,3,53.0,0.0,1.245,0.0,19.584,primary,12.9
14,0,0,1,3,53.0,0.0,1.245,0.0,20.736,primary,12.1
14,0,0,1,3,53.0,0.0,1.245,0.0,20.736,primary,9.7
14,0,0,1,3,53.0,0.0,1.245,0.0,21.888,primary,0.0
14,0,0,1,3,53.0,0.0,1.245,0.0,21.888,primary,19.4
15,0,0,1,3,54.2,0.0,1.245,0.0,23.04,primary,30.3
15,0,0,1,3,54.2,0.0,1.245,0.0,24.345,primary,12.1
15,0,0,1,3,54.2,0.0,1.245,0.0,24.345,primary,22.6
15,0,0,1,3,54.2,0.0,1.245,0.0,25.651,primary,0.0
15,0,0,1,3,54.2,0.0,1.245,0.0,25.651,primary,6.5
15,0,0,1,3,54.2,0.0,1.245,0.0,26.957,primary,9.1
15,0,0,1,3,54.2,0.0,1.245,0.0,26.957,primary,19.4
16,0,0,1,3,54.6,0.0,1.245,0.0,28.262,primary,3.2
16,0,0,1,3,54.6,0.0,1.245,0.0,28.877,primary,0.0
16,0,0,1,3,54.6,0.0,1.245,0.0,28.877,primary,0.0
16,0,0,1,3,54.6,0.0,1.245,0.0,29.491,primary,54.5
16,0,0,1,3,54.6,0.0,1.245,0.0,29.491,primary,25.8
16,0,0,1,3,54.6,0.0,1.245,0.0,30.105,primary,21.2
17,0,0,1,3,54.3,0.0,1.245,0.0,30.72,primary,45.2
17,0,0,1,3,54.3,0.0,1.245,0.0,29.798,primary,19.4
17,0,0,1,3,54.3,0.0,1.245,0.0,28.877,primary,24.2
17,0,0,1,3,54.3,0.0,1.245,0.0,28.877,primary,19.4
17,0,0,1,3,54.3,0.0,1.245,0.0,27.955,primary,6.1
17,0,0,1,3,54.3,0.0,1.245,0.0,27.955,primary,48.4
18,0,0,1,3,53.2,0.0,1.245,0.0,27.033,primary,36.4
18,0,0,1,3,53.2,0.0,1.245,0.0,27.033,primary,22.6
18,0,0,1,3,53.2,0.0,1.245,0.0,25.267,primary,18.2
18,0,0,1,3,53.2,0.0,1.245,0.0,25.267,primary,71.0
18,0,0,1,3,53.2,0.0,1.245,0.0,23.501,primary,72.7
18,0,0,1,3,53.2,0.0,1.245,0.0,23.501,primary,19.4
18,0,0,1,3,53.2,0.0,1.245,0.0,21.734,primary,36.4
18,0,0,1,3,53.2,0.0,1.245,0.0,21.734,primary,38.7
19,0,0,1,3,50.5,0.0,1.245,0.0,19.968,primary,27.3
19,0,0,1,3,50.5,0.0,1.245,0.0,19.968,primary,25.8
19,0,0,1,3,50.5,0.0,1.245,0.0,18.432,primary,45.5
19,0,0,1,3,50.5,0.0,1.245,0.0,18.432,primary,29.0
19,0,0,1,3,50.5,0.0,1.245,0.0,16.896,primary,15.2
19,0,0,1,3,50.5,0.0,1.245,0.0,16.896,primary,25.8
19,0,0,1,3,50.5,0.0,1.245,0.0,15.36,primary,75.8
19,0,0,1,3,50.5,0.0,1.245,0.0,15.36,primary,35.5
20,0,0,1,3,48.7,0.0,1.245,0.0,13.824,primary,51.5
20,0,0,1,3,48.7,0.0,1.245,0.0,13.824,primary,16.1
20,0,0,1,3,48.7,0.0,1.245,0.0,12.826,primary,30.3
20,0,0,1,3,48.7,0.0,1.245,0.0,12.826,primary,22.6
20,0,0,1,3,48.7,0.0,1.245,0.0,11.827,primary,24.2
20,0,0,1,3,48.7,0.0,1.245,0.0,11.827,primary,45.2
20,0,0,1,3,48.7,0.0,1.245,0.0,10.829,primary,15.2
20,0,0,1,3,48.7,0.0,1.245,0.0,10.829,primary,38.7
21,0,0,1,3,47.8,0.0,1.245,0.0,9.83,primary,35.5
21,0,0,1,3,47.8,0.0,1.245,0.0,9.062,primary,66.7
21,0,0,1,3,47.8,0.0,1.245,0.0,9.062,primary,32.3
21,0,0,1,3,47.8,0.0,1.245,0.0,8.294,primary,21.2
21,0,0,1,3,47.8,0.0,1.245,0.0,8.294,primary,32.3
21,0,0,1,3,47.8,0.0,1.245,0.0,7.526,primary,39.4
21,0,0,1,3,47.8,0.0,1.245,0.0,7.526,primary,3.2
22,0,0,1,3,47.4,0.0,1.245,0.0,6.758,primary,81.8
22,0,0,1,3,47.4,0.0,1.245,0.0,6.758,primary,19.4
22,0,0,1,3,47.4,0.0,1.245,0.0,6.221,primary,39.4
22,0,0,1,3,47.4,0.0,1.245,0.0,6.221,primary,22.6
22,0,0,1,3,47.4,0.0,1.245,0.0,5.683,primary,27.3
22,0,0,1,3,47.4,0.0,1.245,0.0,5.683,primary,32.3
22,0,0,1,3,47.4,0.0,1.245,0.0,5.146,primary,33.3
22,0,0,1,3,47.4,0.0,1.245,0.0,5.146,primary,45.2
23,0,0,1,3,47.3,0.0,1.245,0.0,4.608,primary,3.0
23,0,0,1,3,47.3,0.0,1.245,0.0,4.608,primary,61.3
23,0,0,1,3,47.3,0.0,1.245,0.0,4.224,primary,54.8
23,0,0,1,3,47.3,0.0,1.245,0.0,3.84,primary,54.5
23,0,0,1,3,47.3,0.0,1.245,0.0,3.84,primary,41.9
23,0,0,1,3,47.3,0.0,1.245,0.0,3.456,primary,72.7
23,0,0,1,3,47.3,0.0,1.245,0.0,3.456,primary,48.4
0,1,0,1,3,47.6,0.0,1.245,0.0,3.072,primary,12.1
0,1,0,1,3,47.6,0.0,1.245,0.0,3.072,primary,19.4
0,1,0,1,3,47.6,0.0,1.245,0.0,2.842,primary,21.2
0,1,0,1,3,47.6,0.0,1.245,0.0,2.842,primary,6.5
0,1,0,1,3,47.6,0.0,1.245,0.0,2.611,primary,78.8
0,1,0,1,3,47.6,0.0,1.245,0.0,2.611,primary,25.8
0,1,0,1,3,47.6,0.0,1.245,0.0,2.381,primary,15.2
1,1,0,1,3,47.9,0.0,1.245,0.0,2.15,primary,54.5
1,1,0,1,3,47.9,0.0,1.245,0.0,2.15,primary,35.5
1,1,0,1,3,47.9,0.0,1.245,0.0,1.997,primary,27.3
1,1,0,1,3,47.9,0.0,1.245,0.0,1.997,primary,0.0
1,1,0,1,3,47.9,0.0,1.245,0.0,1.843,primary,33.3
1,1,0,1,3,47.9,0.0,1.245,0.0,1.843,primary,3.2
1,1,0,1,3,47.9,0.0,1.245,0.0,1.69,primary,12.1
1,1,0,1,3,47.9,0.0,1.245,0.0,1.69,primary,25.8
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,24.2
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,0.0
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,30.3
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,0.0
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,21.2
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,0.0
2,1,0,1,51,48.5,0.004,1.245,0.0,1.536,primary,0.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.536,primary,0.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.69,primary,0.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.843,primary,3.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.843,primary,0.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.997,primary,0.0
3,1,0,1,3,48.6,0.0,1.245,0.0,1.997,primary,71.0
4,1,0,1,51,48.5,0.008,1.245,0.0,2.15,primary,24.2
4,1,0,1,51,48.5,0.008,1.245,0.0,2.15,primary,0.0
4,1,0,1,51,48.5,0.008,1.245,0.0,3.379,primary,16.1
4,1,0,1,51,48.5,0.008,1.245,0.0,3.994,primary,0.0
5,1,0,1,51,48.1,0.016,1.245,0.0,6.144,primary,0.0
6,1,0,1,53,47.8,0.024,1.245,0.0,18.816,primary,0.0
7,1,0,1,53,47.6,0.031,1.245,0.0,21.504,primary,0.0
